YTE;calc
0.000739726;2468.696617
0.000739726;2468.6404
0.000739726;2468.427623
0.000739726;2468.475256
0.000739726;2468.612635
0.000739726;2468.619804
0.000739726;2468.641958
0.000739726;2468.643166
0.000739726;2469.33614
0.000739726;2468.693527
0.000739726;2469.340591
0.000739726;2468.703727
0.000739726;2469.349552
0.000739726;2469.349445
0.000739726;2469.358357
0.000739726;2469.362735
0.000739726;2469.358111
0.000739726;2469.371444
0.000739726;2469.375775
0.000739726;2469.38439
0.000739726;2469.401433
0.000739726;2469.409439
0.000739726;2469.435567
0.000739726;2469.434798
0.000739726;2469.438902
0.000739726;2469.450287
0.000739726;2469.466924
0.000739726;2469.474878
0.000739726;2469.486369
0.006219178;2468.426402
0.006219178;2468.66788
0.006219178;2468.626356
0.006219178;2468.745726
0.006219178;2469.272571
0.006219178;2469.317426
0.006219178;2469.439164
0.006219178;2469.442992
0.006219178;2469.442724
0.006219178;2469.455175
0.006219178;2469.454887
0.006219178;2469.463227
0.006219178;2469.462925
0.006219178;2469.47552
0.006219178;2469.479162
0.006219178;2469.487387
0.006219178;2469.491315
0.006219178;2469.486707
0.006219178;2469.490623
0.006219178;2469.498772
0.006219178;2469.506893
0.006219178;2469.510378
0.006219178;2469.51422
0.006219178;2469.513838
0.006219178;2469.521864
0.006219178;2469.517275
0.006219178;2469.529457
0.006219178;2469.529053
0.006219178;2469.536583
0.006219178;2469.55193
0.006219178;2469.6317
0.006219178;2469.644869
0.014438356;2468.191965
0.014438356;2468.675314
0.014438356;2468.787284
0.014438356;2468.854384
0.014438356;2468.554086
0.014438356;2469.295252
0.014438356;2468.834819
0.014438356;2468.83111
0.014438356;2469.354079
0.014438356;2469.340408
0.014438356;2469.398162
0.014438356;2469.406906
0.014438356;2469.419613
0.014438356;2469.419381
0.014438356;2469.423579
0.014438356;2469.432184
0.014438356;2469.452551
0.014438356;2469.438902
0.014438356;2469.438641
0.014438356;2469.497733
0.014438356;2469.561017
0.019917808;2468.501207
0.019917808;2468.474887
0.019917808;2467.666392
0.019917808;2468.373484
0.019917808;2468.549964
0.019917808;2468.511476
0.019917808;2468.458037
0.019917808;2468.582842
0.019917808;2469.122631
0.019917808;2469.077601
0.019917808;2468.415548
0.019917808;2469.087043
0.019917808;2468.426258
0.019917808;2469.12837
0.019917808;2469.16041
0.019917808;2469.15665
0.019917808;2469.156892
0.019917808;2469.170707
0.019917808;2469.17536
0.019917808;2469.153425
0.019917808;2469.166932
0.019917808;2469.185369
0.019917808;2469.190116
0.019917808;2469.203545
0.019917808;2469.203699
0.019917808;2469.260309
0.019917808;2469.251692
0.019917808;2469.303693
0.019917808;2469.325151
0.02539726;2469.856995
0.02539726;2469.823587
0.02539726;2469.830584
0.02539726;2469.887522
0.02539726;2469.912008
0.02539726;2469.887666
0.02539726;2469.904258
0.02539726;2469.90207
0.02539726;2469.900982
0.02539726;2469.917433
0.02539726;2469.907569
0.02539726;2469.899952
0.02539726;2469.903224
0.02539726;2469.906485
0.02539726;2470.005563
0.02539726;2470.010409
0.02539726;2470.025455
0.02539726;2470.035635
0.02539726;2470.024649
0.02539726;2470.068403
0.02539726;2470.124377
0.02539726;2470.142057
0.033616438;2468.853508
0.033616438;2468.696259
0.033616438;2469.860108
0.033616438;2468.748836
0.033616438;2469.167829
0.033616438;2469.873914
0.033616438;2468.451553
0.033616438;2469.878612
0.033616438;2469.836548
0.033616438;2469.854684
0.033616438;2469.911945
0.03909589;2470.075445
0.03909589;2470.110238
0.03909589;2469.290709
0.03909589;2470.095174
0.03909589;2469.295303
0.03909589;2469.313593
0.03909589;2468.941865
0.03909589;2469.336308
0.03909589;2469.250842
0.03909589;2470.08514
0.03909589;2468.494878
0.03909589;2468.383337
0.03909589;2468.333563
0.03909589;2468.194224
0.03909589;2470.596429
0.044575342;2471.072733
0.044575342;2471.70146
0.044575342;2471.452834
0.044575342;2471.250773
0.044575342;2471.338419
0.044575342;2470.391575
0.044575342;2469.54292
0.044575342;2470.379098
0.044575342;2470.480486
0.044575342;2469.460159
0.044575342;2470.469719
0.044575342;2470.502847
0.044575342;2470.553046
0.044575342;2470.585176
0.044575342;2470.561368
0.044575342;2470.620698
0.044575342;2470.667123
0.044575342;2470.713231
0.044575342;2470.695118
0.044575342;2470.707118
0.044575342;2468.803862
0.044575342;2470.790818
0.044575342;2468.749199
0.044575342;2470.799823
0.044575342;2470.997248
0.044575342;2470.898437
0.044575342;2470.806211
0.044575342;2468.629056
0.044575342;2470.857422
0.044575342;2468.507056
0.044575342;2470.897211
0.044575342;2471.013589
0.044575342;2471.006931
0.044575342;2470.953647
0.044575342;2468.448258
0.055534247;2469.747271
0.055534247;2469.573061
0.055534247;2469.551875
0.055534247;2469.612911
0.055534247;2469.593368
0.055534247;2469.673081
0.055534247;2469.831043
0.055534247;2469.492295
0.055534247;2469.710954
0.055534247;2469.478994
0.055534247;2469.663939
0.055534247;2469.325384
0.055534247;2469.205993
0.055534247;2468.89548
0.055534247;2469.135289
0.055534247;2469.692452
0.055534247;2469.719232
0.055534247;2469.029973
0.055534247;2468.726396
0.055534247;2468.953412
0.058273973;2470.295788
0.058273973;2470.388052
0.058273973;2470.308972
0.058273973;2469.908749
0.058273973;2469.813206
0.058273973;2470.194247
0.058273973;2469.651523
0.058273973;2469.468689
0.058273973;2469.16663
0.058273973;2469.211137
0.058273973;2469.400351
0.058273973;2469.400573
0.058273973;2469.4058
0.058273973;2469.391195
0.058273973;2469.371426
0.058273973;2469.482813
0.058273973;2469.478141
0.058273973;2469.062321
0.058273973;2469.456557
0.058273973;2469.462462
0.058273973;2468.904658
0.063753425;2471.484403
0.063753425;2471.580714
0.063753425;2471.524201
0.063753425;2471.492693
0.063753425;2471.491171
0.063753425;2471.536098
0.063753425;2471.581638
0.063753425;2471.410779
0.063753425;2471.441538
0.063753425;2471.535707
0.063753425;2471.415879
0.063753425;2471.509331
0.063753425;2471.436307
0.063753425;2471.418962
0.063753425;2471.490302
0.063753425;2471.349612
0.063753425;2471.385
0.063753425;2471.343583
0.063753425;2471.391339
0.063753425;2470.790972
0.063753425;2470.752375
0.063753425;2470.545664
0.063753425;2470.527072
0.063753425;2470.654183
0.063753425;2469.708002
0.063753425;2469.479236
0.063753425;2469.414866
0.071972603;2470.807616
0.071972603;2470.266927
0.071972603;2470.46002
0.071972603;2470.163127
0.071972603;2470.139908
0.071972603;2470.293891
0.071972603;2470.130119
0.071972603;2469.717939
0.071972603;2469.889863
0.077452055;2470.690016
0.077452055;2470.190347
0.077452055;2470.131729
0.077452055;2470.233967
0.077452055;2470.414826
0.077452055;2470.357905
0.077452055;2470.455146
0.077452055;2470.24464
0.077452055;2470.608092
0.080191781;2471.777593
0.080191781;2471.875668
0.080191781;2471.728881
0.080191781;2471.688615
0.080191781;2471.794875
0.080191781;2471.799444
0.080191781;2471.751188
0.080191781;2471.876679
0.080191781;2471.728993
0.080191781;2471.615408
0.080191781;2471.773171
0.080191781;2471.901619
0.080191781;2471.689
0.080191781;2471.514214
0.080191781;2470.556903
0.080191781;2470.626359
0.080191781;2470.099516
0.080191781;2469.98389
0.080191781;2469.850758
0.080191781;2469.899625
0.080191781;2469.704603
0.080191781;2469.428992
0.080191781;2469.407652
0.080191781;2468.87964
0.080191781;2468.892515
0.082931507;2471.695856
0.082931507;2471.444402
0.082931507;2471.657725
0.082931507;2471.498677
0.082931507;2471.638586
0.082931507;2471.504934
0.082931507;2471.687177
0.082931507;2471.64394
0.082931507;2471.552195
0.082931507;2471.730271
0.082931507;2471.390193
0.082931507;2471.33531
0.082931507;2471.343583
0.082931507;2471.327631
0.082931507;2470.848248
0.082931507;2470.556986
0.082931507;2470.550123
0.082931507;2470.534091
0.082931507;2470.480056
0.082931507;2470.437395
0.082931507;2470.387562
0.082931507;2470.479713
0.082931507;2470.465267
0.082931507;2470.37697
0.082931507;2470.260542
0.082931507;2470.340041
0.082931507;2470.215497
0.082931507;2470.351949
0.082931507;2469.962275
0.082931507;2469.790355
0.082931507;2469.556717
0.082931507;2469.609556
0.082931507;2469.345046
0.082931507;2469.192477
0.102109589;2471.27012
0.102109589;2471.057841
0.102109589;2471.193131
0.102109589;2471.191093
0.102109589;2471.054626
0.102109589;2470.244065
0.102109589;2470.236687
0.102109589;2470.235617
0.102109589;2470.23278
0.102109589;2470.220721
0.102109589;2470.22246
0.102109589;2470.071182
0.102109589;2470.102308
0.102109589;2470.039032
0.102109589;2469.882507
0.102109589;2469.784173
0.102109589;2469.81015
0.102109589;2469.729227
0.102109589;2469.865309
0.102109589;2469.726108
0.102109589;2469.660545
0.102109589;2469.753935
0.102109589;2469.832446
0.102109589;2469.788194
0.102109589;2469.508538
0.102109589;2469.671451
0.102109589;2469.550671
0.102109589;2469.193473
0.102109589;2469.280452
0.102109589;2469.181193
0.121287671;2471.537932
0.121287671;2471.815996
0.121287671;2470.92173
0.121287671;2470.81958
0.121287671;2471.561945
0.121287671;2471.851698
0.121287671;2471.180817
0.121287671;2470.915734
0.121287671;2471.487227
0.121287671;2471.334779
0.121287671;2471.073832
0.121287671;2470.987271
0.121287671;2469.543983
0.121287671;2468.612519
0.121287671;2467.598731
0.121287671;2467.22146
0.121287671;2466.849906
0.121287671;2466.85759
0.15690411;2470.135617
0.15690411;2470.736894
0.15690411;2470.511787
0.15690411;2470.857673
0.15690411;2470.737626
0.15690411;2470.397777
0.15690411;2470.597618
0.15690411;2470.971916
0.15690411;2470.420037
0.15690411;2470.858863
0.15690411;2470.250403
0.15690411;2470.657707
0.15690411;2471.392257
0.15690411;2470.101311
0.15690411;2470.173287
0.15690411;2470.894347
0.15690411;2469.936951
0.15690411;2469.987954
0.15690411;2469.822704
0.15690411;2469.865057
0.15690411;2469.803583
0.15690411;2469.758245
0.15690411;2469.661716
0.15690411;2469.789771
0.15690411;2469.428026
0.15690411;2469.319283
0.15690411;2469.098379
0.15690411;2469.189535
0.15690411;2468.880464
0.15690411;2468.86889
0.15690411;2468.345032
0.15690411;2468.199403
0.15690411;2468.060496
0.15690411;2468.057913
0.15690411;2467.929731
0.15690411;2467.703576
0.15690411;2467.182799
0.15690411;2467.197071
0.197890411;2471.033746
0.197890411;2471.662323
0.197890411;2470.328636
0.197890411;2471.043884
0.197890411;2471.810531
0.197890411;2471.099278
0.197890411;2471.584983
0.197890411;2472.206143
0.197890411;2471.215718
0.197890411;2471.498261
0.197890411;2470.222275
0.197890411;2472.217667
0.197890411;2471.135621
0.197890411;2470.281405
0.197890411;2470.221174
0.197890411;2470.113258
0.197890411;2470.061832
0.197890411;2469.922451
0.197890411;2469.865057
0.197890411;2469.811849
0.197890411;2469.758245
0.197890411;2469.704239
0.197890411;2469.501367
0.197890411;2469.27645
0.197890411;2469.088764
0.197890411;2469.049361
0.197890411;2468.160173
0.197890411;2467.88043
0.197890411;2467.749258
0.197890411;2467.432667
0.197890411;2467.083828
0.197890411;2465.28569
0.236246575;2472.560678
0.236246575;2471.66167
0.236246575;2472.524613
0.236246575;2472.284295
0.236246575;2471.666646
0.236246575;2471.742281
0.236246575;2472.658399
0.236246575;2471.661847
0.236246575;2472.484476
0.236246575;2471.706558
0.236246575;2472.350091
0.236246575;2472.32923
0.236246575;2471.887101
0.236246575;2472.429355
0.236246575;2472.308922
0.236246575;2472.176321
0.236246575;2471.531238
0.236246575;2471.530404
0.236246575;2471.43921
0.236246575;2471.438622
0.236246575;2471.295779
0.236246575;2471.285805
0.236246575;2471.211857
0.236246575;2471.608677
0.236246575;2471.346578
0.236246575;2471.290593
0.236246575;2471.243621
0.236246575;2470.531766
0.236246575;2470.773569
0.236246575;2470.420672
0.236246575;2470.372204
0.236246575;2470.171001
0.236246575;2470.008802
0.236246575;2470.001281
0.236246575;2469.736188
0.236246575;2469.928423
0.236246575;2469.822594
0.236246575;2469.626915
0.236246575;2469.653093
0.236246575;2469.768251
0.236246575;2469.605344
0.236246575;2469.496295
0.236246575;2469.491689
0.236246575;2469.230175
0.236246575;2469.326095
0.236246575;2469.316088
0.236246575;2469.204068
0.236246575;2469.086434
0.236246575;2469.137182
0.236246575;2469.161698
0.236246575;2469.109339
0.236246575;2468.874438
0.236246575;2468.668934
0.236246575;2468.533537
0.236246575;2468.243816
0.236246575;2468.109368
0.236246575;2468.31419
0.236246575;2468.024611
0.236246575;2467.74365
0.236246575;2467.602565
0.236246575;2467.467283
0.236246575;2467.571919
0.236246575;2467.478867
0.236246575;2463.762759
0.291041096;2471.462645
0.291041096;2471.418104
0.291041096;2471.205341
0.291041096;2470.583289
0.291041096;2470.422705
0.291041096;2470.565722
0.291041096;2469.981613
0.291041096;2469.264185
0.323917808;2475.18457
0.323917808;2475.020199
0.323917808;2474.238689
0.323917808;2474.194072
0.323917808;2474.441379
0.323917808;2474.318268
0.323917808;2474.887983
0.323917808;2475.314297
0.323917808;2474.126945
0.323917808;2474.081693
0.323917808;2473.950571
0.323917808;2473.868205
0.323917808;2473.830587
0.323917808;2473.788142
0.323917808;2473.708844
0.323917808;2473.683976
0.323917808;2473.499756
0.323917808;2473.465998
0.323917808;2473.377924
0.323917808;2473.198015
0.323917808;2473.118805
0.323917808;2473.012993
0.323917808;2472.977611
0.323917808;2472.891824
0.323917808;2472.614612
0.323917808;2472.572967
0.323917808;2472.392699
0.323917808;2472.196559
0.323917808;2471.942924
0.323917808;2472.099602
0.323917808;2471.694955
0.323917808;2471.446005
0.323917808;2471.34726
0.323917808;2471.239202
0.323917808;2470.979419
0.323917808;2470.917287
0.323917808;2470.713088
0.323917808;2469.59773
0.408849315;2474.885945
0.408849315;2474.501188
0.408849315;2474.983936
0.408849315;2473.820017
0.408849315;2473.257695
0.408849315;2472.734107
0.408849315;2472.598329
0.408849315;2471.846901
0.408849315;2471.45229
0.408849315;2471.461467
0.408849315;2471.262794
0.408849315;2470.225004
0.408849315;2470.216751
0.408849315;2470.116658
0.408849315;2469.565986
0.466383562;2476.953205
0.466383562;2475.82649
0.466383562;2476.277592
0.466383562;2476.051823
0.466383562;2474.215717
0.466383562;2466.583077
0.466383562;2464.354614
0.466383562;2457.846452
0.485561644;2476.27427
0.485561644;2477.307475
0.485561644;2476.565406
0.485561644;2475.207123
0.485561644;2474.613901
0.485561644;2474.050264
0.485561644;2473.700904
0.485561644;2472.724607
0.485561644;2472.094607
0.485561644;2471.398208
0.485561644;2471.028987
0.485561644;2470.709298
0.485561644;2469.879704
0.485561644;2469.035921
0.485561644;2468.237908
0.485561644;2456.63723
0.71569863;2480.320398
0.71569863;2479.569527
0.71569863;2478.040791
0.71569863;2477.749073
0.71569863;2474.80476
0.71569863;2473.264786
0.71569863;2465.990177
0.71569863;2453.072712
0.74309589;2481.332114
0.74309589;2483.241837
0.74309589;2481.852868
0.74309589;2483.610369
0.74309589;2482.623619
0.74309589;2481.130699
0.74309589;2481.800807
0.74309589;2483.073663
0.74309589;2480.820583
0.74309589;2480.558794
0.74309589;2480.450597
0.74309589;2479.840069
0.74309589;2479.648957
0.74309589;2479.336779
0.74309589;2479.3045
0.74309589;2479.588814
0.74309589;2478.49679
0.74309589;2478.184216
0.74309589;2477.764369
0.74309589;2477.282884
0.74309589;2476.460322
0.74309589;2475.951611
0.74309589;2475.488389
0.74309589;2475.015794
0.74309589;2474.631604
0.74309589;2474.401098
0.74309589;2472.860822
0.74309589;2468.768771
0.74309589;2468.199984
0.74309589;2458.647215
0.965123288;2487.72784
0.965123288;2484.603835
0.965123288;2480.811349
0.965123288;2476.128412
0.965123288;2475.225315
0.965123288;2475.097389
0.965123288;2473.760756
0.965123288;2471.97109
0.965123288;2470.272158
0.965123288;2467.117064
0.965123288;2466.454116
0.965123288;2465.42295
0.965123288;2462.711115
0.965123288;2461.829555
0.965123288;2458.860948
0.965123288;2455.683917
0.965123288;2450.88722
0.965123288;2448.241812
0.995260274;2452.615584
1.041835616;2491.510499
1.041835616;2490.55943
1.041835616;2491.041084
1.041835616;2489.610947
1.041835616;2490.078315
1.041835616;2488.019544
1.041835616;2487.485431
1.041835616;2486.964709
1.041835616;2485.307269
1.041835616;2484.670823
1.041835616;2484.128092
1.041835616;2483.478159
1.041835616;2478.276563
1.041835616;2475.996106
1.041835616;2475.290689
1.041835616;2468.476629
1.041835616;2466.510292
1.041835616;2465.583713
1.041835616;2457.955047
1.041835616;2456.665157
1.214328767;2493.512729
1.214328767;2478.66863
1.214328767;2473.384564
1.214328767;2456.048114
1.214328767;2454.735888
1.214328767;2453.311101
1.463643836;2495.643083
1.463643836;2495.003632
1.463643836;2494.402886
1.463643836;2493.109249
1.463643836;2492.484547
1.463643836;2491.829709
1.463643836;2491.025497
1.463643836;2490.34509
1.463643836;2489.507315
1.463643836;2487.99539
1.463643836;2487.121051
1.463643836;2483.846345
1.463643836;2482.038251
1.463643836;2481.193816
1.463643836;2479.300307
1.463643836;2476.367713
1.463643836;2475.230949
1.463643836;2474.19438
1.463643836;2463.478921
1.463643836;2462.1544
1.463643836;2460.686909
1.463643836;2454.557642
1.463643836;2451.295187
1.463643836;2449.522595
1.962383562;2509.118914
1.962383562;2509.764416
1.962383562;2506.968029
1.962383562;2504.59414
1.962383562;2510.528272
1.962383562;2507.71088
1.962383562;2502.843993
1.962383562;2499.029223
1.962383562;2498.180573
1.962383562;2497.288355
1.962383562;2495.286992
1.962383562;2494.256273
1.962383562;2492.230497
1.962383562;2491.181348
1.962383562;2488.991869
1.962383562;2486.767772
1.962383562;2484.448996
1.962383562;2476.819391
1.962383562;2473.966665
1.962383562;2471.178546
1.962383562;2458.026971
1.962383562;2452.392726
1.962383562;2450.38459
1.962383562;2446.106885
1.962383562;2443.954777
1.962383562;2441.611407
1.962383562;2429.09895
2.959643836;2516.833797
2.959643836;2509.324827
2.959643836;2492.040586
2.959643836;2490.166481
2.959643836;2482.266463
2.959643836;2430.30308
